ID,box,test_date,time_start,set_number,chamber,sex,population,flew,died?,flight_type,flight_details,NOTES,filename,mass,short-wing?,eggs,time_end
209,E,NA,NA,NA,NA,F,North Key Largo,NA,Y,,,,NA,,,,
207,E,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
350,D,NA,NA,NA,NA,F,Lake Placid,NA,Y,,,,NA,,,,
347,D,NA,NA,NA,NA,M,Lake Placid,NA,Y,,,,NA,,,,
379,D,NA,NA,NA,NA,F,Leesburg,NA,Y,,,,NA,,,,
277,C,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
371,Petri2,NA,NA,NA,NA,M,Leesburg,NA,Y,,,,NA,,,,
211,E,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
178,B,NA,NA,NA,NA,F,North Key Largo,NA,Y,,,,NA,,,,
106,A,NA,NA,NA,NA,F,Homestead,NA,Y,,,,NA,,,,
14,A,NA,NA,NA,NA,F,Plantation Key,NA,Y,,,,NA,,,,
3,Petri1,NA,NA,NA,NA,M,Plantation Key,NA,Y,,,,NA,,,,
181,Petri1,NA,NA,NA,NA,F,North Key Largo,NA,Y,,,,NA,,,,
185,B,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
218,E,NA,NA,NA,NA,F,North Key Largo,NA,Y,,,,NA,,,,
216,E,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
385,D,NA,NA,NA,NA,F,Leesburg,NA,Y,,,,NA,,,,
19,A,NA,NA,NA,NA,F,Plantation Key,NA,Y,,,,NA,,,,
27,A,NA,NA,NA,NA,M,Plantation Key,NA,Y,,,,NA,,,,
240,Petri2,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
398,D,NA,NA,NA,NA,F,Gainesville,NA,Y,,,,NA,,,,
401,Petri2,NA,NA,NA,NA,M,Gainesville,NA,Y,,,,NA,,,,
94,A,NA,NA,NA,NA,F,Homestead,NA,Y,,,,NA,,,,
419,D,NA,NA,NA,NA,M,Gainesville,NA,Y,,,,NA,,,,
219,E,NA,NA,NA,NA,F,North Key Largo,NA,Y,,,,NA,,,,
307,C,NA,NA,NA,NA,M,Lake Placid,NA,Y,,,,NA,,,,
23,A,NA,NA,NA,NA,F,Plantation Key,NA,Y,,,,NA,,,,
182,Petri1,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
274,C,NA,NA,NA,NA,F,North Key Largo,NA,Y,,,,NA,,,,
422,D,NA,NA,NA,NA,M,Gainesville,NA,Y,,,,NA,,,,
117,A,NA,NA,NA,NA,F,Homestead,NA,Y,,,,NA,,,,
43,Petri1,NA,NA,NA,NA,M,Key Largo,NA,Y,,,,NA,,,,
414,D,NA,NA,NA,NA,F,Gainesville,NA,Y,,,,NA,,,,
115,A,NA,NA,NA,NA,F,Homestead,NA,Y,,,,NA,,,,
160,D,NA,NA,NA,NA,F,Lake Wales,NA,Y,,,,NA,,,,
4,Petri1,NA,NA,NA,NA,M,Plantation Key,NA,Y,,,,NA,,,,
309,C,NA,NA,NA,NA,M,Lake Placid,NA,Y,,,,NA,,,,
77,B,NA,NA,NA,NA,F,North Key Largo,NA,Y,,,,NA,,,,
412,D,NA,NA,NA,NA,M,Gainesville,NA,Y,,,,NA,,,,
29,A,NA,NA,NA,NA,M,Plantation Key,NA,Y,,,,NA,,,,
317,C,NA,NA,NA,NA,M,Lake Placid,NA,Y,,,,NA,,,,
248,E,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
382,D,NA,NA,NA,NA,F,Leesburg,NA,Y,,,,NA,,,,
236,E,NA,NA,NA,NA,F,North Key Largo,NA,Y,,,,NA,,,,
388,Petri1,NA,NA,NA,NA,M,Leesburg,NA,Y,,,,NA,,,,
75,B,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
389,Petri1,NA,NA,NA,NA,F,Leesburg,NA,Y,,,,NA,,,,
232,E,NA,NA,NA,NA,F,North Key Largo,NA,Y,,,,NA,,,,
88,B,NA,NA,NA,NA,F,North Key Largo,NA,Y,,,,NA,,,,
5,Petri1,NA,NA,NA,NA,F,Plantation Key,NA,Y,,,,NA,,,,
36,A,NA,NA,NA,NA,F,Plantation Key,NA,Y,,,,NA,,,,
304,C,NA,NA,NA,NA,F,Lake Placid,NA,Y,,,,NA,,,,
20,A,NA,NA,NA,NA,M,Plantation Key,NA,Y,,,,NA,,,,
231,E,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
423,D,NA,NA,NA,NA,M,Gainesville,NA,Y,,,,NA,,,,
322,C,NA,NA,NA,NA,F,Lake Placid,NA,Y,,,,NA,,,,
251,E,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
199,E,NA,NA,NA,NA,F,North Key Largo,NA,Y,,,,NA,,,,
130,B,NA,NA,NA,NA,M,Homestead,NA,Y,,,,NA,,,,
292,Petri2,NA,NA,NA,NA,F,Lake Placid,NA,Y,,,,NA,,,,
10,A,NA,NA,NA,NA,M,Plantation Key,NA,Y,,,,NA,,,,
11,A,NA,NA,NA,NA,M,Plantation Key,NA,Y,,,,NA,,,,
61,B,NA,NA,NA,NA,M,Key Largo,NA,Y,,,,NA,,,,
79,B,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
52,B,NA,NA,NA,NA,F,Key Largo,NA,Y,,,,NA,,,,
151,D,NA,NA,NA,NA,F,Lake Wales,NA,Y,,,,NA,,,,
157,D,NA,NA,NA,NA,M,Lake Wales,NA,Y,,,,NA,,,,
222,E,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
45,A,NA,NA,NA,NA,M,Key Largo,NA,Y,,,,NA,,,,
38,Petri1,NA,NA,NA,NA,F,Key Largo,NA,Y,,,,NA,,,,
55,B,NA,NA,NA,NA,M,Key Largo,NA,Y,,,,NA,,,,
377,D,NA,NA,NA,NA,M,Leesburg,NA,Y,,,,NA,,,,
225,E,NA,NA,NA,NA,F,North Key Largo,NA,Y,,,,NA,,,,
28,A,NA,NA,NA,NA,F,Plantation Key,NA,Y,,,,NA,,,,
60,B,NA,NA,NA,NA,F,Key Largo,NA,Y,,,,NA,,,,
121,A,NA,NA,NA,NA,F,Homestead,NA,Y,,,,NA,,,,
260,C,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
93,A,NA,NA,NA,NA,M,Homestead,NA,Y,,,,NA,,,,
6,Petri1,NA,NA,NA,NA,F,Plantation Key,NA,Y,,,,NA,,,,
143,Petri1,NA,NA,NA,NA,M,Lake Wales,NA,Y,,,,NA,,,,
80,B,NA,NA,NA,NA,F,North Key Largo,NA,Y,,,,NA,,,,
200,E,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
415,D,NA,NA,NA,NA,M,Gainesville,NA,Y,,,,NA,,,,
193,E,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
177,B,NA,NA,NA,NA,F,North Key Largo,NA,Y,,,,NA,,,,
97,Petri1,NA,NA,NA,NA,F,Homestead,NA,Y,,,,NA,,,,
393,Petri1,NA,NA,NA,NA,M,Leesburg,NA,Y,,,,NA,,,,
316,C,NA,NA,NA,NA,F,Lake Placid,NA,Y,,,,NA,,,,
133,B,NA,NA,NA,NA,M,Homestead,NA,Y,,,,NA,,,,
273,C,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
25,A,NA,NA,NA,NA,M,Plantation Key,NA,Y,,,,NA,,,,
44,A,NA,NA,NA,NA,M,Key Largo,NA,Y,,,,NA,,,,
338,D,NA,NA,NA,NA,F,Lake Placid,NA,Y,,,,NA,,,,
145,Petri1,NA,NA,NA,NA,M,Lake Wales,NA,Y,,,,NA,,,,
184,B,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
71,B,NA,NA,NA,NA,F,North Key Largo,NA,Y,,,,NA,,,,
100,A,NA,NA,NA,NA,M,Homestead,NA,Y,,,,NA,,,,
352,D,NA,NA,NA,NA,M,Lake Placid,NA,Y,,,,NA,,,,
230,E,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
150,D,NA,NA,NA,NA,F,Lake Wales,NA,Y,,,,NA,,,,
291,Petri2,NA,NA,NA,NA,M,Lake Placid,NA,Y,,,,NA,,,,
70,B,NA,NA,NA,NA,F,North Key Largo,NA,Y,,,,NA,,,,
9,A,NA,NA,NA,NA,F,Plantation Key,NA,Y,,,,NA,,,,
247,E,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
324,C,NA,NA,NA,NA,F,Lake Placid,NA,Y,,,,NA,,,,
87,B,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
179,B,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
301,C,NA,NA,NA,NA,F,Lake Placid,NA,Y,,,,NA,,,,
243,Petri2,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
138,Petri1,NA,NA,NA,NA,F,Lake Wales,NA,Y,,,,NA,,,,
192,E,NA,NA,NA,NA,M,North Key Largo,NA,Y,,DNA,,NA,,,,
186,B,NA,NA,NA,NA,F,North Key Largo,NA,Y,,,,NA,,,,
400,D,NA,NA,NA,NA,F,Gainesville,NA,Y,,,,NA,,,,
220,E,NA,NA,NA,NA,F,North Key Largo,NA,Y,,DNA,,NA,,,,
122,A,NA,NA,NA,NA,M,Homestead,NA,Y,,,,NA,,,,
241,Petri2,NA,NA,NA,NA,M,North Key Largo,NA,Y,,,,NA,,,,
245,,10.23,9:00am,31,A-1,,North Key Largo,N,Y,,,,set031-10-23-19-A1.txt,,N,,
333,,10.23,9:00am,31,A-2,,Lake Placid,N,,,,,set031-10-23-19-A2.txt,,N,,
329,,10.23,9:00am,31,A-3,,Lake Placid,Y,,C,continuous; 60+ min,,set031-10-23-19-A3.txt,,N,,
226,,10.23,9:00am,31,A-4,,North Key Largo,Y,,B,burst,,set031-10-23-19-A4.txt,,N,,
103,,10.23,9:00am,31,B-1,,Homestead,Y,,C,continuous; 60+ min,,set031-10-23-19-B1.txt,,N,,
96,,10.23,9:00am,31,B-2,,Homestead,Y,,C,continuous; 60+ min,,set031-10-23-19-B2.txt,,N,,
109,,10.23,9:00am,31,B-3,,Homestead,Y,,B,burst,,set031-10-23-19-B3.txt,,N,,
390,P,10.23,9:00am,31,B-4,,Leesburg,N,,,,,set031-10-23-19-B4.txt,,N,,
421,,10.23,10:00am,32,A-1,,Gainesville,N,Y,,,,set032-10-23-19-A1.txt,,N,,
65,,10.23,10:00am,32,A-2,,Key Largo,N,,,,,set032-10-23-19-A2.txt,,N,,
125,,10.23,10:00am,32,A-3,,Homestead,Y,,C,continuous; 60+ min,,set032-10-23-19-A3.txt,,N,,
197,,10.23,10:00am,32,A-4,,North Key Largo,Y,,B,burst,,set032-10-23-19-A4.txt,,N,,
402,P,10.23,10:00am,32,B-1,,Gainesville,N,,,,,set032-10-23-19-B1.txt,,N,,
74,,10.23,10:00am,32,B-2,,North Key Largo,N,Y,,,,set032-10-23-19-B2.txt,,N,,
235,,10.23,10:00am,32,B-3,,North Key Largo,Y,,C,continuous; 60+ min,,set032-10-23-19-B3.txt,,N,,
351,,10.23,10:00am,32,B-4,,Lake Placid,Y,,C,continuous; 60+ min,,set032-10-23-19-B4.txt,,N,,
319,,10.23,1:00pm,33,A-1,,Lake Placid,Y,,C,continuous; 60+ min,,set033-10-23-19-A1.txt,,N,,
262,,10.23,1:00pm,33,A-2,,North Key Largo,Y,,B,bursts,,set033-10-23-19-A2.txt,,N,,
136,,10.23,1:00pm,33,A-3,,Homestead,Y,,C,continuous; 60+ min,started at 35 min,set033-10-23-19-A3.txt,,N,,
296,P,10.23,1:00pm,33,A-4,,Lake Placid,Y,,B,bursts,,set033-10-23-19-A4.txt,,,,
375,P,10.23,1:00pm,33,B-1,,Leesburg,N,,,,,set033-10-23-19-B1.txt,,N,,
254,,10.23,1:00pm,33,B-2,,North Key Largo,N,,,,,set033-10-23-19-B2.txt,,N,,
376,,10.23,1:00pm,33,B-4,,Leesburg,Y,,C,continuous; 60+ min,readjusted at times; bug rotated as it flew,set033-10-23-19-B4.txt,,N,,
153,,10.23,2:15pm,34,A-1,,Lake Wales,N,,,,,set034-10-23-19-A1.txt,,N,,
95,,10.23,2:15pm,34,A-2,,Homestead,Y,,C,continuous; 60+ min,,set034-10-23-19-A2.txt,,N,,
213,,10.23,2:15pm,34,A-3,,North Key Largo,N,,,,,set034-10-23-19-A3.txt,,N,,
286,P,10.23,2:15pm,34,A-4,,North Key Largo,Y,,C,continuous; 60+ min,,set034-10-23-19-A4.txt,,N,,
300,,10.23,2:15pm,34,B-1,,Lake Placid,N,,,,,set034-10-23-19-B1.txt,,N,,
280,,10.23,2:15pm,34,B-2,,North Key Largo,N,,,,,set034-10-23-19-B2.txt,,N,,
50,,10.23,2:15pm,34,B-3,,Key Largo,Y,,B,bursts,,set034-10-23-19-B3.txt,,N,,
279,,10.23,2:15pm,34,B-4,,North Key Largo,Y,,C,continuous; 60+ min,,set034-10-23-19-B4.txt,,N,,
413,,10.23,3:25pm,35,A-1,,Gainesville,N,Y,,,no recording,NA,,N,,
407,,10.23,3:25pm,35,A-2,,Gainesville,N,Y,,,no recording,NA,,N,,
224,,10.23,3:25pm,35,A-3,,North Key Largo,N,Y,,,no recording,NA,,N,,
148,,10.23,3:25pm,35,A-4,,Lake Wales,N,Y,,,no recording,NA,,N,,
58,,10.23,3:25pm,35,B-1,,Key Largo,,Y,,,,set035-10-23-19-B1.txt,,N,,
91,P,10.23,3:25pm,35,B-2,,Homestead,Y,Y,C,continuous; 60+ min,,set035-10-23-19-B2.txt,,N,,
276,,10.23,3:25pm,35,B-3,,North Key Largo,Y,,C,continuous; 60+ min,,set035-10-23-19-B3.txt,,N,,
118,,10.23,3:25pm,35,B-4,,Homestead,N,,,,trial ended at 30 min because paint fell off,set035-10-23-19-B4.txt,,N,,
155,,10.24,9:00am,36,A-1,,Lake Wales,N,Y,,,no recording,NA,,N,,
285,P,10.24,9:00am,36,A-2,,North Key Largo,N,,,,no recording,NA,,N,,
409,,10.24,9:00am,36,A-3,,Gainesville,N,,,,no recording,NA,,N,,
98,P,10.24,9:00am,36,A-4,,Homestead,N,,,,no recording,NA,,N,,
159,,10.24,9:00am,36,B-1,,Lake Wales,N,,,,,set036-10-24-19-B1.txt,,N,,
67,P,10.24,9:00am,36,B-2,,North Key Largo,Y,,B,bursts,,set036-10-24-19-B2.txt,,N,,
321,,10.24,9:00am,36,B-3,,Lake Placid,N,,,,,set036-10-24-19-B3.txt,,N,,
183,P,10.24,9:00am,36,B-4,,North Key Largo,Y,,C,continuous; 60+ min,,set036-10-24-19-B4.txt,,N,,
49,,10.24,10:10am,37,A-1,,Key Largo,Y,Y,C,continuous; 60+ min,,set037-10-24-19-A1.txt,,N,,
323,,10.24,10:10am,37,A-2,,Lake Placid,Y,,BC,bursts to continuous; 60+ min,,set037-10-24-19-A2.txt,,N,,
107,,10.24,10:10am,37,A-3,,Homestead,N,,,,,set037-10-24-19-A3.txt,,N,,
3200,,10.24,10:10am,37,A-4,,Lake Placid,N,,,,,set037-10-24-19-A4.txt,,N,,
380,,10.24,10:10am,37,B-1,,Leesburg,Y,,C,continuous; 60+ min,,set037-10-24-19-B1.txt,,N,,
208,,10.24,10:10am,37,B-2,,North Key Largo,N,,,,,set037-10-24-19-B2.txt,,N,,
404,P,10.24,10:10am,37,B-3,,Gainesville,Y,,BC,bursts to continuous; 60+ min,,set037-10-24-19-B3.txt,,N,,
116,,10.24,10:10am,37,B-4,,Homestead,Y,,BC,bursts to continuous; 60+ min,,set037-10-24-19-B4.txt,,N,,
284,,10.24,11:20am,38,A-1,,North Key Largo,N,,,,,set038-10-24-19-A1.txt,,N,,
152,,10.24,11:20am,38,A-2,,Lake Wales,Y,,B,bursts,,set038-10-24-19-A2.txt,,N,,
331,,10.24,11:20am,38,A-3,,Lake Placid,N,,,,,set038-10-24-19-A3.txt,,N,,
302,,10.24,11:20am,38,A-4,,Lake Placid,Y,,C,continuous; 60+ min,,set038-10-24-19-A4.txt,,N,,
318,,10.24,11:20am,38,B-1,,Lake Placid,Y,,B,bursts,,set038-10-24-19-B1.txt,,N,,
149,,10.24,11:20am,38,B-2,,Lake Wales,N,,,,,set038-10-24-19-B2.txt,,N,,
253,,10.24,11:20am,38,B-3,,North Key Largo,N,,,,,set038-10-24-19-B3.txt,,N,,
134,,10.24,11:20am,38,B-4,,Homestead,Y,,CB,continuous to bursts,,set038-10-24-19-B4.txt,,N,,
203,,10.24,12:35pm,39,A-1,,North Key Largo,N,,,,,set039-10-24-19-A1.txt,,N,,
198,,10.24,12:35pm,39,A-2,,North Key Largo,N,,,,,set039-10-24-19-A2.txt,,N,,
123,,10.24,12:35pm,39,A-3,,Homestead,Y,,B,bursts,,set039-10-24-19-A3.txt,,N,,
282,,10.24,12:35pm,39,A-4,,North Key Largo,N,Y,,,,set039-10-24-19-A4.txt,,N,,
66,P,10.24,12:35pm,39,B-1,,North Key Largo,N,Y,,,,set039-10-24-19-B1.txt,,N,,
343,,10.24,12:35pm,39,B-2,,Lake Placid,N,,,,,set039-10-24-19-B2.txt,,N,,
68,P,10.24,12:35pm,39,B-3,,North Key Largo,Y,,BC,bursts to continuous; 60+ min,,set039-10-24-19-B3.txt,,N,,
69,P,10.24,12:35pm,39,B-4,,North Key Largo,N,,,,,set039-10-24-19-B4.txt,,N,,
81,,10.24,1:40pm,40,A-1,,North Key Largo,N,,,,,set040-10-24-19-A1.txt,0.042,N,,
263,,10.24,1:40pm,40,A-2,,North Key Largo,N,,,,,set040-10-24-19-A2.txt,0.093,N,,
229,,10.24,1:40pm,40,A-3,,North Key Largo,N,,,,,set040-10-24-19-A3.txt,0.061,N,,
92,,10.24,1:40pm,40,A-4,,Homestead,Y,,B,bursts,,set040-10-24-19-A4.txt,0.046,N,,
354,,10.24,1:40pm,40,B-1,,Lake Placid,N,,,,no recording,NA,0.075,N,,
336,,10.24,1:40pm,40,B-2,,Lake Placid,N,,,,no recording,NA,0.069,N,,
406,,10.24,1:40pm,40,B-3,,Gainesville,N,,,,no recording,NA,0.03,N,,
314,,10.24,1:40pm,40,B-4,,Lake Placid,N,,,,no recording,NA,0.083,N,,
48,,10.25,9:25am,41,A-1,,Key Largo,N,,,,,set041-10-25-19-A1.txt,0.102,N,,
330,,10.25,9:25am,41,A-2,,Lake Placid,Y,,C,continuous; 60+ min,,set041-10-25-19-A2.txt,0.043,N,,
129,,10.25,9:25am,41,A-3,,Homestead,Y,,B,bursts,,set041-10-25-19-A3.txt,0.051,N,,
99,P,10.25,9:25am,41,A-4,,Homestead,Y,,B,bursts,,set041-10-25-19-A4.txt,0.043,N,,
223,,10.25,9:25am,41,B-1,,North Key Largo,N,,,,,set041-10-25-19-B1.txt,0.07,N,,
410,,10.25,9:25am,41,B-2,,Gainesville,N,,,,,set041-10-25-19-B2.txt,0.071,N,,
416,,10.25,9:25am,41,B-3,,Gainesville,Y,,C,continuous; 60+ min,,set041-10-25-19-B3.txt,0.064,N,,
114,,10.25,9:25am,41,B-4,,Homestead,N,,,,,set041-10-25-19-B4.txt,0.045,N,,
255,,10.25,10:40am,42,A-1,,North Key Largo,N,,,,,set042-10-25-19-A1.txt,0.029,N,,
391,P,10.25,10:40am,42,A-2,,Leesburg,N,,,,,set042-10-25-19-A2.txt,0.029,N,,
342,,10.25,10:40am,42,A-3,,Lake Placid,N,,,,,set042-10-25-19-A3.txt,0.05,N,,
84,,10.25,10:40am,42,A-4,,North Key Largo,Y,,B,bursts,,set042-10-25-19-A4.txt,0.043,N,,
335,,10.25,10:40am,42,B-1,,Lake Placid,N,,,,no recording,NA,0.113,N,,
283,,10.25,10:40am,42,B-3,,North Key Largo,N,,,,no recording,NA,0.078,N,,
146,P,10.25,10:40am,42,B-4,,Lake Wales,N,,,,no recording,NA,0.025,N,,
310,,10.25,12:40pm,43,A-1,,Lake Placid,N,,,,no recording,NA,0.1,N,,
325,,10.25,12:40pm,43,A-2,,Lake Placid,N,,,,no recording,NA,,N,,
187,,10.25,12:40pm,43,A-3,,North Key Largo,N,,,,no recording,NA,0.091,N,,
298,P,10.25,12:40pm,43,A-4,,Lake Placid,N,,,,no recording,NA,0.154,N,,
295,P,10.25,12:40pm,43,B-1,,Lake Placid,Y,,C,continuous; 60+ min,,set043-10-25-19-B1.txt,0.05,N,,
126,,10.25,12:40pm,43,B-2,,Homestead,Y,,C,continuous; 60+ min,,set043-10-25-19-B2.txt,0.049,N,,
397,,10.25,12:40pm,43,B-3,,Gainesville,N,,,,,set043-10-25-19-B3.txt,0.129,N,,
120,,10.25,12:40pm,43,B-4,,Homestead,Y,,B,bursts,,set043-10-25-19-B4.txt,0.043,N,,
30,,10.25,1:50pm,44,A-1,,Plantation Key,N,,,,,set044-10-25-19-A1.txt,0.067,N,,
139,P,10.25,1:50pm,44,A-2,,Lake Wales,N,,,,,set044-10-25-19-A2.txt,0.118,N,,
237,,10.25,1:50pm,44,A-3,,North Key Largo,N,,,,,set044-10-25-19-A3.txt,0.04,N,,
113,,10.25,1:50pm,44,A-4,,Homestead,Y,,C,continuous; 60+ min,,set044-10-25-19-A4.txt,0.035,N,,
384,,10.25,1:50pm,44,B-1,,Leesburg,N,,,,,set044-10-25-19-B1.txt,0.035,N,,
54,,10.25,1:50pm,44,B-2,,Key Largo,Y,,B,bursts,,set044-10-25-19-B2.txt,0.017,N,,
259,,10.25,1:50pm,44,B-3,,North Key Largo,N,,,,,set044-10-25-19-B3.txt,0.035,N,,
135,,10.25,1:50pm,44,B-4,,Homestead,N,,,,,set044-10-25-19-B4.txt,0.083,N,,
131,,10.25,1:50pm,45,A-1,,Homestead,N,,,,no recording,NA,0.093,N,,
142,P,10.25,1:50pm,45,A-2,,Lake Wales,N,,,,no recording,NA,0.102,N,,
287,,10.25,1:50pm,45,A-3,,North Key Largo,N,,,,no recording,NA,0.03,N,,
340,,10.25,1:50pm,45,A-4,,Lake Placid,N,Y,,,no recording,NA,0.058,N,,
59,,10.25,1:50pm,45,B-1,,Key Largo,N,,,,no recording,NA,0.033,N,,
35,,10.25,1:50pm,45,B-2,,Plantation Key,N,,,,no recording,NA,0.036,N,,
326,,10.25,1:50pm,45,B-3,,Lake Placid,N,,,,no recording,NA,0.067,N,,
275,,10.28,9:10am,46,A-1,,North Key Largo,N,,,,,set046-10-28-19-A1.txt,0.086,N,,
204,,10.28,9:10am,46,A-2,,North Key Largo,N,,,,,set046-10-28-19-A2.txt,0.035,N,,
101,,10.28,9:10am,46,A-3,,Homestead,Y,,C,continuous; 60+ min,,set046-10-28-19-A3.txt,0.045,N,,
258,P,10.28,9:10am,46,A-4,,North Key Largo,N,,,,,set046-10-28-19-A4.txt,0.048,N,,
105,,10.28,9:10am,46,B-1,,Homestead,N,,,,,set046-10-28-19-B1.txt,0.102,N,,
306,,10.28,9:10am,46,B-2,,Lake Placid,N,,,,,set046-10-28-19-B2.txt,0.098,N,,
234,,10.28,9:10am,46,B-3,,North Key Largo,N,,,,,set046-10-28-19-B3.txt,0.121,N,,
308,,10.28,9:10am,46,B-4,,Lake Placid,Y,,B,bursts,,set046-10-28-19-B4.txt,0.044,N,,
261,,10.28,10:20am,47,A-1,,North Key Largo,Y,,C,continuous; 60+ min,,set047-10-28-19-A1.txt,0.046,N,,
154,,10.28,10:20am,47,A-2,,Lake Wales,N,,,,,set047-10-28-19-A2.txt,0.067,N,,
15,,10.28,10:20am,47,A-3,,Plantation Key,N,,,,,set047-10-28-19-A3.txt,0.043,N,,
399,,10.28,10:20am,47,A-4,,Gainesville,N,,,,,set047-10-28-19-A4.txt,0.046,N,,
315,,10.28,10:20am,47,B-1,,Lake Placid,N,,,,,set047-10-28-19-B1.txt,0.078,N,,
337,,10.28,10:20am,47,B-2,,Lake Placid,N,,,,,set047-10-28-19-B2.txt,0.051,N,,
102,,10.28,10:20am,47,B-3,,Homestead,N,,,,,set047-10-28-19-B3.txt,0.138,N,,
288,P,10.28,10:20am,47,B-4,,North Key Largo,Y,,C,continuous; 60+ min,,set047-10-28-19-B4.txt,0.043,N,,
31,,10.28,11:30am,48,A-1,,Plantation Key,N,,,,no recording,NA,0.037,N,,
346,,10.28,11:30am,48,A-2,,Lake Placid,N,,,,no recording,NA,0.025,N,,
271,,10.28,11:30am,48,A-3,,North Key Largo,N,,,,no recording,NA,0.035,N,,
78,,10.28,11:30am,48,A-4,,North Key Largo,N,,,,no recording,NA,0.035,N,,
128,,10.28,11:30am,48,B-1,,Homestead,N,,,,,set048-10-28-19-B1.txt,0.042,N,,
73,,10.28,11:30am,48,B-2,,North Key Largo,N ,,,,,set048-10-28-19-B2.txt,0.045,N,,
119,,10.28,11:30am,48,B-3,,Homestead,N,,,,,set048-10-28-19-B3.txt,0.039,N,,
312,,10.28,11:30am,48,B-4,,Lake Placid,Y,,B,bursts,,set048-10-28-19-B4.txt,0.05,N,,
278,,10.28,2:20pm,49,A-1,,North Key Largo,N,,,,,set049-10-28-19-A1.txt,0.037,N,,
264,,10.28,2:20pm,49,A-2,,North Key Largo,N,,,,,set049-10-28-19-A2.txt,0.044,N,,
124,,10.28,2:20pm,49,A-3,,Homestead,Y,,B,bursts,,set049-10-28-19-A3.txt,0.049,N,,
349,,10.28,2:20pm,49,A-4,,Lake Placid,Y,,B,bursts,,set049-10-28-19-A4.txt,0.042,N,,
313,,10.28,2:20pm,49,B-1,,Lake Placid,Y,,BC,bursts to continuous; 60+ min,,set049-10-28-19-B1.txt,0.081,N,,
408,,10.28,2:20pm,49,B-2,,Gainesville,N,,,,,set049-10-28-19-B2.txt,0.045,N,,
249,,10.28,2:20pm,49,B-3,,North Key Largo,N,,,,,set049-10-28-19-B3.txt,0.053,N,,
132,,10.28,2:20pm,49,B-4,,Homestead,N,,,,,set049-10-28-19-B4.txt,0.049,N,,
12,,10.28,3:35pm,50,A-1,,Plantation Key,N,,,,,set050-10-28-19-A1.txt,0.101,N,,
303,,10.28,3:35pm,50,A-2,,Lake Placid,N,,,,,set050-10-28-19-A2.txt,0.081,N,,
205,,10.28,3:35pm,50,A-3,,North Key Largo,N,,,,,set050-10-28-19-A3.txt,0.029,N,,
332,,10.28,3:35pm,50,A-4,,Lake Placid,Y,,BC,bursts to continuous; 60+ min,,set050-10-28-19-A4.txt,0.05,N,,
372,P,10.28,3:35pm,50,B-1,,Leesburg,N,,,,no recording,NA,0.142,N,,
90,P,10.28,3:35pm,50,B-2,,Homestead,N,,,,no recording,NA,0.066,N,,
339,,10.29,9:00am,51,A-1,,Lake Placid,Y,,C,continuous; 60+ min,,set051-10-29-19-A1.txt,0.052,N,,
89,P,10.29,9:00am,51,A-2,,Homestead,Y,,C,continuous; 60+ min,,set051-10-29-19-A2.txt,0.052,N,,
328,,10.29,9:00am,51,A-3,,Lake Placid,Y,,C,continuous; 60+ min,,set051-10-29-19-A3.txt,0.088,N,,
34,,10.29,9:00am,51,A-4,,Plantation Key,N,,,,,set051-10-29-19-A4.txt,0.11,N,,
257,P,10.29,9:00am,51,B-1,,North Key Largo,Y,,B,bursts to continuous; continuous to bursts,,set051-10-29-19-B1.txt,0.033,N,,
381,,10.29,9:00am,51,B-2,,Leesburg,N,,,,,set051-10-29-19-B2.txt,0.121,N,,
111,,10.29,9:00am,51,B-3,,Homestead,Y,,C,continuous; 60+ min,,set051-10-29-19-B3.txt,0.039,N,,
299,P,10.29,10:15am,52,A-1,,Lake Placid,Y,,BC,bursts to continuous bouts,,set052-10-29-19-A1.txt,0.039,N,,
